,protocol_id,nr,id,string,is_speech
38,17248,39,1724839,"morgen einen strukturell ausgeglichenen Haushalt für
2014 vorlegen kann. Das zeigt:",False
39,17248,40,1724840,"schutz in unserem Land verbessern. Wenn man hierzu
von 2002 bis 2013 Bilanz zieht, dann muss man feststel-
len:",False
40,17248,41,1724841,"herausforderungen nach der deutschen Einheit geschaf-
fen haben, ein Planungsbeschleunigungsgesetz für den
technischen Hochwasserschutz:",False
41,17248,42,1724842,"fordern auch außergewöhnliche politische Maßnahmen.
Bundestag, Bundesrat, Bundesregierung, die betroffenen
Gemeinden haben gezeigt:",False
42,17248,43,1724843,Präsident Dr. Norbert Lammert:,True
43,17248,44,1724844,Katja Kipping (DIE LINKE):,True
44,17248,45,1724845,"(Beifall bei der LINKEN sowie bei Abgeord-
neten der SPD – Patrick Döring [FDP]:",False
45,17248,46,1724846,"Hochwasser zum Opfer gefallen. Die Oberbürgermeiste-
rin wollte nun bei der Neuanschaffung von Schulheften
helfen, und sie sagte zu mir:",False
46,17248,47,1724847,(Hans-Michael Goldmann [FDP]:,False
47,17248,48,1724848,(Hans-Michael Goldmann [FDP]:,False
48,17248,49,1724849,"
Aber es gibt bisher keine verbindliche Verordnung. Des-
wegen fordere ich in diesem Zusammenhang die Regie-
rung auf:",False
49,17248,50,1724850,"desregierung in einer Vorlage ganz klar gegen eine allge-
meine Pflichtversicherung ausspricht. Darin heißt es:",False
50,17248,51,1724851,"Deswegen lautet eine zentrale Erkenntnis der letzten
Wochen:",False
51,17248,52,1724852,Deswegen steht für uns als Linke eines ganz klar fest:,False
52,17248,53,1724853,"Allein auf technischen Hochwasserschutz zu setzen,
reicht nicht aus. Nachhaltiger Hochwasserschutz bedeu-
tet nämlich vor allem eins:",False
53,17248,54,1724854,"denke, inzwischen kann niemand mehr die Augen vor
der folgenden Tatsache verschließen:",False
54,17248,55,1724855,Präsident Dr. Norbert Lammert:,True
55,17248,56,1724856,"Stanislaw Tillich, Ministerpräsident (Sachsen):",True
56,17248,57,1724857,"immer fassungslos vor ihren verwüsteten Häusern und
Wohnungen. Der Vollständigkeit halber sei nur erwähnt:",False
57,17248,58,1724858,"nen Landes ein großartiges Zeichen eines starken gesell-
schaftlichen Zusammenhalts. Deswegen an dieser Stelle
noch einmal:",False
58,17248,59,1724859,Wir wissen:,False
59,17248,60,1724860,"Bund als auch für die Länder. Aber auch hier haben wir
wieder deutlich gemacht:",False
60,17248,61,1724861,"neue Perspektive, eine neue Chance eröffnen. Ich sage
ihnen für den Freistaat Sachsen zu:",False
61,17248,62,1724862,"Unser Ziel in Sachsen ist, dass es keinen Wiederauf-
bau nach Schema F gibt nach dem Motto:",False
62,17248,63,1724863,(Renate Künast [BÜNDNIS 90/DIE GRÜNEN]:,False
63,17248,64,1724864,"Beispiel Industriebrachen an Flussläufen geräumt wer-
den, um dem Wasser mehr Raum zu geben. Ich will aber
auch deutlich machen:",False
64,17248,65,1724865,"menden Woche beschließen werden, nicht selbstver-
ständlich ist. Dabei sind mir zwei Punkte besonders
wichtig. Erstens:",False
65,17248,66,1724866,sind Hilfe zur Selbsthilfe. Zweitens:,False
66,17248,67,1724867,"nungen auch im Freistaat Sachsen waren überhaupt nicht
betroffen. Deswegen mein Appell, der gleichzeitig auch
eine Einladung ist:",False
67,17248,68,1724868,Präsident Dr. Norbert Lammert:,True
68,17248,69,1724869,"Katrin Göring-Eckardt (BÜNDNIS 90/DIE GRÜ-
NEN):",True
69,17248,70,1724870,"sei entspannt; das hören wir alleweil in den Nachrichten.
Das Gegenteil ist der Fall:",False
70,17248,71,1724871,"
Man könnte denken, das war 2002 schon so ähnlich.
Trotz der großen Solidarität damals wie heute gibt es et-
was, das ist anders:",False
71,17248,72,1724872,"schen zum zweiten Mal Hab und Gut verloren. Ihnen
fehlt heute der Mut, weil sie sich fragen:",False
72,17248,73,1724873,Vizepräsident Eduard Oswald:,True
73,17248,74,1724874,"Katrin Göring-Eckardt (BÜNDNIS 90/DIE GRÜ-
NEN):",True
74,17248,75,1724875,Vizepräsident Eduard Oswald:,True
75,17248,76,1724876,Patrick Kurth (Kyffhäuser) (FDP):,True
76,17248,77,1724877,"(Renate Künast [BÜNDNIS 90/DIE GRÜ-
NEN]:",False
77,17248,78,1724878,Zurufe vom BÜNDNIS 90/DIE GRÜNEN:,False
78,17248,79,1724879,(Dr. Dagmar Enkelmann [DIE LINKE]:,False
79,17248,80,1724880,"ist unangemessen in diesem Zusammenhang!
Schämen Sie sich! – Renate Künast [BÜND-
NIS 90/DIE GRÜNEN]:",False
80,17248,81,1724881,"(Beifall bei Abgeordneten der FDP und der
CDU/CSU – Dr. Dagmar Enkelmann [DIE
LINKE]:",False
81,17248,82,1724882,Vizepräsident Eduard Oswald:,True
82,17248,83,1724883,"Katrin Göring-Eckardt (BÜNDNIS 90/DIE GRÜ-
NEN):",True
83,17248,84,1724884,"Herr Kurth, am liebsten würde ich jetzt sagen:",False
84,17248,85,1724885,Ich will Ihnen aber klar und deutlich sagen:,False
85,17248,86,1724886,"(Renate Künast [BÜNDNIS 90/DIE GRÜ-
NEN]: Ja! – Hans-Michael Goldmann
[FDP]:",False
86,17248,87,1724887,Bartholomäus Kalb [CDU/CSU]:,False
87,17248,88,1724888,(Patrick Döring [FDP]:,False
88,17248,89,1724889,"(Beifall beim BÜNDNIS 90/DIE GRÜNEN,
bei der SPD und der LINKEN – Hans-Michael
Goldmann [FDP]:",False
89,17248,90,1724890,Es ist klar und eindeutig:,False
90,17248,91,1724891,"Fluss gehandelt wird, damit es unten am Fluss nicht zur
Überschwemmung kommt. Dass jetzt viele hier sagen:",False
91,17248,92,1724892,Vizepräsident Eduard Oswald:,True
92,17248,93,1724893,"(Zurufe vom BÜNDNIS 90/DIE GRÜNEN
und von der SPD:",False
93,17248,94,1724894,"Katrin Göring-Eckardt (BÜNDNIS 90/DIE GRÜ-
NEN):",True
94,17248,95,1724895,"Mir geht es darum, deutlich zu machen:",False
95,17248,96,1724896,"den verdichtet. Die Erderwärmung führt dazu, dass es zu
mehr Regenfällen kommt. Aus diesem Grund muss man
sagen:",False
96,17248,97,1724897,Ich will klar und deutlich sagen:,False
97,17248,98,1724898,"stalten, wie wir das gemeinsam tun und wie wir das so
machen, dass uns die Leute in den Hochwassergebieten
nicht wieder fragen:",False
98,17248,99,1724899,"(Beifall beim BÜNDNIS 90/DIE GRÜNEN
und bei der SPD sowie bei Abgeordneten der
LINKEN – Hans-Michael Goldmann [FDP]:",False
99,17248,100,17248100,Vizepräsident Eduard Oswald:,True
100,17248,101,17248101,Dr. h. c. Jürgen Koppelin (FDP):,True
101,17248,102,17248102,(Zuruf vom BÜNDNIS 90/DIE GRÜNEN:,False
102,17248,103,17248103,"(Beifall bei der FDP und der CDU/CSU –
Dr. Dagmar Enkelmann [DIE LINKE]:",False
103,17248,104,17248104,"haben sie unsere Solidarität wirklich verdient. Wir spre-
chen nicht nur unsere Solidarität aus, sondern handeln
auch:",False
104,17248,105,17248105,"sehr deutlich geschildert –, nicht unberührt lässt. Wir
helfen auch finanziell. Wir geben zu:",False
105,17248,106,17248106,"
Da ich gerade von Solidarität und Anerkennung spre-
che, sage ich jetzt einmal in Richtung der Linken:",False
106,17248,107,17248107,(Dr. Dagmar Enkelmann [DIE LINKE]:,False
107,17248,108,17248108,"Drohnen? Und beim THW wird gekürzt! Das
ist doch das Problem! – Gegenruf von der
FDP:",False
108,17248,109,17248109,(Dr. Dagmar Enkelmann [DIE LINKE]:,False
109,17248,110,17248110,Um eine Hausnummer zu nennen:,False
110,17248,111,17248111,"Der Kollege Patrick Döring hat zu Recht darauf hin-
gewiesen – das kann ich wiederholen –:",False
111,17248,112,17248112,"weil wir solide Haushaltspläne aufgestellt haben. Ich
sage in Richtung des Bundesrates:",False
112,17248,113,17248113,"den Solidaritätszuschlag anzuheben. Ich bin froh, dass
wir das nicht machen. Denn mir ist schon klar:",False
113,17248,114,17248114,"losgeworden; das wäre nicht zeitlich begrenzt, sondern
auf Dauer gewesen. Ich erinnere da an die Sektsteuer:",False
114,17248,115,17248115,(Florian Pronold [SPD]:,False
115,17248,116,17248116,"in den Medienberichterstattungen manches anders aus-
sieht, will ich einmal deutlich sagen:",False
116,17248,117,17248117,"schenke zu machen. Das größte Geschenk geht natürlich
an meine eigene Fraktion – das werden Sie verstehen –:",False
117,17248,118,17248118,"Hause – Beifall bei Abgeordneten der FDP
und des BÜNDNISSES 90/DIE GRÜNEN –
Dr. Dagmar Enkelmann [DIE LINKE], an die
FDP gewandt:",False
118,17248,119,17248119,denn ich habe gesagt:,False
119,17248,120,17248120,"möchte – vielleicht finden Sie eine Möglichkeit, es in
der Friedrich-Ebert-Stiftung unterzubringen –:",False
120,17248,121,17248121,Vizepräsident Eduard Oswald:,True
121,17248,122,17248122,(Sigmar Gabriel [SPD]:,False
122,17248,123,17248123,Florian Pronold (SPD):,True
123,17248,124,17248124,"fenster befand sich ein Ruderboot, mit dem sie evakuiert
werden sollten. Die alte Frau fragte:",False
124,17248,125,17248125,"
Ich wünsche mir, dass die von der Flut betroffenen
Menschen und die Helfer diese Bundestagsdebatte ver-
folgen und sagen:",False
125,17248,126,17248126,Aber eines muss ich noch loswerden:,False
126,17248,127,17248127,"und Herr Kurth, ganz ehrlich:",False
127,17248,128,17248128,"(Beifall bei der SPD, der LINKEN und dem
BÜNDNIS 90/DIE GRÜNEN – Patrick
Döring [FDP]:",False
128,17248,129,17248129,"das gemacht? – Otto Fricke [FDP]: Sie haben
selbst gesagt:",False
129,17248,130,17248130,Vizepräsident Eduard Oswald:,True
130,17248,131,17248131,(Dr. Dagmar Enkelmann [DIE LINKE]:,False
131,17248,132,17248132,Florian Pronold (SPD):,True
132,17248,133,17248133,(Patrick Kurth [Kyffhäuser] [FDP]:,False
133,17248,134,17248134,(Otto Fricke [FDP]:,False
134,17248,135,17248135,"Geld wird in den nächsten Jahren fehlen. Die nächsten
Generationen sind in zweifacher Hinsicht belastet:",False
135,17248,136,17248136,(Otto Fricke [FDP]:,False
136,17248,137,17248137,"(D)(B)
sozialen Wohnungsbau zu fördern und den öffentlichen
Personennahverkehr zu finanzieren. Es muss jedem klar
sein:",False
137,17248,138,17248138,(Otto Fricke [FDP]:,False
138,17248,139,17248139,"an denen man sich in den letzten zehn Jahren um den
Hochwasserschutz gekümmert hat, deutlich besser war.
(Hans-Michael Goldmann [FDP]:",False
139,17248,140,17248140,"
– Es gibt bestimmte Regionen, in denen das verdammt
schwierig ist. Da Sie Passau ansprechen, sage ich dazu:",False
140,17248,141,17248141,"20 Jahre lang über den Donau-Ausbau diskutiert haben.
Den Menschen in Niederalteich zum Beispiel wurde im-
mer gesagt:",False
141,17248,142,17248142,"
(Beifall bei der SPD sowie bei Abgeordneten
der LINKEN – Ernst Hinsken [CDU/CSU]:",False
142,17248,143,17248143,"Das hat keiner gemacht! Schön bei der Wahr-
heit bleiben! – Patrick Döring [FDP]:",False
143,17248,144,17248144,(Patrick Döring [FDP]:,False
144,17248,145,17248145,Vizepräsident Eduard Oswald:,True
145,17248,146,17248146,Norbert Barthle (CDU/CSU):,True
146,17248,147,17248147,"und füreinander eingestanden sind. Ihnen gilt unser
zweiter Gedanke. Es wurde schon erwähnt:",False
147,17248,148,17248148,(Florian Pronold [SPD]:,False
148,17248,149,17248149,"(Beifall bei Abgeordneten der CDU/CSU und
der FDP – Florian Pronold [SPD]:",False
149,17248,150,17248150,(Florian Pronold [SPD]:,False
150,17248,151,17248151,"Puffer zu erarbeiten, damit man in Notsituationen wie
der heutigen nicht sagen muss:",False
151,17248,152,17248152,"Mal ein Phänomen gezeigt, das wir in den vergangenen
Monaten immer wieder beobachten konnten:",False
152,17248,153,17248153,Vizepräsident Eduard Oswald:,True
153,17248,154,17248154,"Vielen Dank, Kollege Norbert Barthle. – Nächster
Redner für die Fraktion Die Linke:",False
154,17248,155,17248155,Jan Korte (DIE LINKE):,True
155,17248,156,17248156,"über die wir nachdenken müssen und für die wir Rege-
lungen finden müssen – einiges ist schon angesprochen
worden –:",False
156,17248,157,17248157,Viele Helfer haben mir gesagt:,False
157,17248,158,17248158,"und anderen hin und her ging. Das müssen wir ändern.
Im Katastrophenfall muss gelten:",False
158,17248,159,17248159,Zweitens will ich zumindest kurz ansprechen:,False
159,17248,160,17248160,"Betrag – ich fürchte, er wird nicht ausreichen – zur Ver-
fügung gestellt wird. Eine Anmerkung will ich trotzdem
machen:",False
160,17248,161,17248161,"(Beifall bei der LINKEN – Dr. Dagmar
Enkelmann [DIE LINKE]:",False
161,17248,162,17248162,"480 Milliarden! – Zurufe von der CDU/CSU
und der FDP:",False
162,17248,163,17248163,"
Ich will in diesem Zusammenhang noch – viertens –
einen Punkt ansprechen, der Ostdeutschland besonders
betrifft:",False
163,17248,164,17248164,Zum Schluss will ich noch einmal sagen:,False
164,17248,165,17248165,Vizepräsident Eduard Oswald:,True
165,17248,166,17248166,"Priska Hinz (Herborn) (BÜNDNIS 90/DIE GRÜ-
NEN):",True
166,17248,167,17248167,(Dr. Florian Toncar [FDP]:,False
167,17248,168,17248168,"liarden Euro in diesem Jahr nicht für einen Pappenstiel
halten. Ich glaube auch nicht, dass man so nonchalant sa-
gen kann:",False
168,17248,169,17248169,(Otto Fricke [FDP]:,False
169,17248,170,17248170,(Otto Fricke [FDP]:,False
170,17248,171,17248171,"(Petra Merkel [Berlin] [SPD]: So ist es! – Otto
Fricke [FDP]:",False
171,17248,172,17248172,"Wenn wir eine schlechte konjunkturelle Lage hätten,
dann sähe das schon ganz anders aus. Deswegen muss
man sagen:",False
172,17248,173,17248173,Vizepräsident Eduard Oswald:,True
173,17248,174,17248174,Redner in unserer Aussprache für die Fraktion der FDP:,False
174,17248,175,17248175,Hans-Michael Goldmann (FDP):,True
175,17248,176,17248176,"Merkel heute in besonderer Weise auch die Landwirte
angesprochen hat, die unter dieser Situation ganz beson-
ders leiden:",False
176,17248,177,17248177,"vestitionen, die sie getätigt haben. Ich kann Ihnen sagen:",False
177,17248,178,17248178,"sozusagen verantwortlich ist, weil dies zu einer Verdich-
tung der Böden führt. Eine ganz kurze Belehrung:",False
178,17248,179,17248179,"(Dorothea Steiner [BÜNDNIS 90/DIE GRÜ-
NEN]:",False
179,17248,180,17248180,"– Ja, Frau Göring-Eckardt, da fassen Sie sich an den
Kopf. Ich kann Ihnen nur sagen:",False
180,17248,181,17248181,"(Beifall bei der FDP sowie bei Abgeordneten
der CDU/CSU – Dr. Dagmar Enkelmann [DIE
LINKE]:",False
181,17248,182,17248182,machen! – Florian Pronold [SPD]:,False
182,17248,183,17248183,"(Dorothea Steiner [BÜNDNIS 90/DIE GRÜ-
NEN]:",False
183,17248,184,17248184,Ich will deutlich sagen:,False
184,17248,185,17248185,"fonds, angesprochen und auf den Weg gebracht haben.
Wir helfen den Bauern, weil die Bauern ein wichtiger
Teil unserer Gesellschaft sind:",False
185,17248,186,17248186,Vizepräsident Eduard Oswald:,True
186,17248,187,17248187,"Dr. Marcel Huber, Staatsminister (Bayern):",True
187,17248,188,17248188,"Es wurden auch Deiche aufgegeben und Ortschaften
evakuiert. Mitten in der Nacht klopfte jemand an die Tür
und sagte:",False
188,17248,189,17248189,"lich. Das, was man sich mühsam über die Jahre aufge-
baut hat – Möbel, Inventar, einen Betrieb –:",False
189,17248,190,17248190,"nen. Es wurde heute schon angesprochen. Es hat mich
äußerst beeindruckt, was eine junge Studentin erzählt
hat:",False
190,17248,191,17248191,"schlossen haben, zu helfen. Aber fahren Sie einmal in
ein Krisengebiet und sagen Sie:",False
191,17248,192,17248192,(Bartholomäus Kalb [CDU/CSU]:,False
192,17248,193,17248193,"schen mit ihren neuen Methoden, ältere Menschen, die
bereit sind, den Nachbarn zu helfen, egal wie:",False
193,17248,194,17248194,"Natürlich gab es auch die hochprofessionelle Hilfe
der Menschen vor Ort:",False
194,17248,195,17248195,"Früh über die Lage in Passau. Aber auch all die, die sich
quasi professionell im Ehrenamt damit befassen:",False
195,17248,196,17248196,"DLRG und auch die Bergwacht mit einer großen Zahl
von Menschen, die aus dem ganzen Land gekommen
sind, um zu helfen:",False
196,17248,197,17248197,"
An dieser Stelle möchte ich mich als Landesvertreter
aber auch bei den Bundesstellen ganz herzlich bedanken:",False
197,17248,198,17248198,"alle zusammengearbeitet haben. Herzlichen Dank hier-
für.
(Beifall bei der CDU/CSU und der FDP – Zu-
ruf vom BÜNDNIS 90/DIE GRÜNEN:",False
198,17248,199,17248199,"Geschehnissen. Technischer Hochwasserschutz hat Vor-
rang, um Ansiedlungen zu schützen oder große Schäden
zu vermeiden. Wir sehen aber:",False
199,17248,200,17248200,Gezeigt hat sich aber auch:,False
200,17248,201,17248201,"(D)(B)
Abschließend:",False
201,17248,202,17248202,Vizepräsident Eduard Oswald:,True
202,17248,203,17248203,"Vielen Dank, Herr Staatsminister. – Nächster Redner
in unserer Aussprache für die Fraktion von CDU und
CSU:",False
203,17248,204,17248204,Dr. Michael Luther (CDU/CSU):,True
204,17248,205,17248205,"sem Bundestag offensichtlich eine große Solidarität in
schwieriger Stunde gibt und dass wir sagen:",False
205,17248,206,17248206,"vielen Stellen umgesetzt worden, und das war hilfreich.
Die Frage aber muss erlaubt sein:",False
206,17248,207,17248207,"Das, was unbedingt gemacht werden muss, ist:",False
207,17248,208,17248208,(Florian Pronold [SPD]:,False
208,17248,209,17248209,"dass ein vernünftiger Hochwasserschutz beschleunigt
durchgeführt wird. Da gilt für mich ganz klar die Regel:",False
209,17248,210,17248210,"ein Familienmensch zu sein. Lassen Sie mich deshalb ei-
nen letzten Wunsch äußern:",False
210,17248,211,17248211,Vizepräsident Eduard Oswald:,True
211,17248,212,17248212,Georg Schirmbeck (CDU/CSU):,True
212,17248,213,17248213,"(Beifall bei der CDU/CSU und der FDP –
Ulrich Kelber [SPD]:",False
213,17248,214,17248214,"Manchmal stellt sich uns natürlich auch die Frage
– ich habe es eben gesagt:",False
214,17248,215,17248215,"In meiner Heimat, im Teutoburger Wald, sagt man
zum Abschied:",False
215,17248,216,17248216,Vizepräsident Eduard Oswald:,True
216,17248,217,17248217,(Schluss:,False
217,6185,1,61851,Präsident von Hassel:,True
218,6185,2,61852,Betr.:,False
219,6185,3,61853,"Bezug: Beschluß des Deutschen Bundestages vom 12. Juni 1969
— Drucksache VI/3200 —
zuständig:",False
220,6185,4,61854,"Ausschuß für Jugend, Familie und Gesundheit
Betr.:",False
221,6185,5,61855,"Bezug: Beschlüsse des Deutschen Bundestags vom 22. Februar und 28. April 1967
— Drucksache VI/3348 —
zuständig:",False
222,6185,6,61856,- Drucksache VI/3416 —Berichterstatter:,False
223,6185,7,61857,"— Drucksache VI/3417 —
Berichterstatter:",False
224,6185,8,61858,Die folgenden amtlichen Mitteilungen werden ohne Verlesung in den Stenographischen Bericht aufgenommen:,False
225,6185,9,61859,Der Präsident des Bundestages hat entsprechend dem Beschluß des Bundestages vom 25. Juni 1959 die nachstehenden Vorlagen überwiesen:,False
226,6185,10,618510,Ich rufe den Punkt 2 der Tagesordnung auf:,False
227,6185,11,618511,"Scheel, Bundesminister des Auswärtigen:",True
228,6185,12,618512,"Was vor zwei Jahren technisch fast unmöglich schien, ist in achtzehnmonatigen Verhandlungen schließlich doch gelungen:",False
229,6185,13,618513,"Dabei geht es um drei große Aufgabengebiete, denen wir uns gegenübersehen:
Erstens:",False
230,6185,14,618514,Zweitens:,False
231,6185,15,618515,"(Beifall bei den Regierungsparteien. — Abg.
Dr. Jahn [Braunschweig] :",False
232,6185,16,618516,"(Beifall bei den Regierungsparteien. — Abg.
Wehner:",False
233,6185,17,618517,(Abg. Wehner:,False
234,6185,18,618518,"zum Ausdruck bringen müssen, dieser Verantwortung auch im politischen Bereich Rechnung zu tragen.
(Abg. Dr. Jahn [Braunschweig] :",False
235,6185,19,618519,(Abg. Wehner:,False
236,6185,20,618520,"(Beifall bei den Regierungsparteien. —
Abg. Fellermaier:",False
237,6185,21,618521,(Abg. Wehner:,False
238,6185,22,618522,"(Zurufe von der CDU/CSU)
— an dem Grad der Möglichkeit, das, was ich sage, zu verstehen, Herr Kollege —,
(Abg. Dr. Jahn [Braunschweig] :",False
239,6185,23,618523,Ich habe schon früher gesagt:,False
240,6185,24,618524,(Abg. Wehner:,False
241,6185,25,618525,(Abg. Dr. Jahn [Braunschweig] :,False
242,6185,26,618526,(Abg. Wehner:,False
243,6185,27,618527,(Abg. Wehner:,False
244,6185,28,618528,(Abg. Wehner:,False
245,6185,29,618529,Präsident von Hassel:,True
246,6185,30,618530,Blumenfeld (CDU/CSU) :,True
247,6185,31,618531,"(Beifall bei Abgeordneten der CDU/CSU. —
Abg. Dr. Jahn [Braunschweig] :",False
248,6185,32,618532,Präsident von Hassel:,True
249,6185,33,618533,Behrendt (SPD) :,True
250,6185,34,618534,"Lassen Sie mich diese fünf Punkte kurz erläutern.
Zu 1:",False
251,6185,35,618535,(Abg. Dr. Jahn [Braunschweig]:,False
252,6185,36,618536,(Abg. Dr. Jahn [Braunschweig] :,False
253,6185,37,618537,(Abg. Dr. Jahn [Braunschweig] :,False
254,6185,38,618538,"(Beifall bei den Regierungsparteien. — Abg.
Dr. Jahn [Braunschweig] :",False
255,6185,39,618539,"Um diesen Punkt noch einmal zusammenzufassen, möchte ich klar herausstellen:",False
256,6185,40,618540,(Abg. Dr. Jahn [Braunschweig] :,False
257,6185,41,618541,"(Beifall bei den Regierungsparteien.)
Zu 5:",False
258,6185,42,618542,Präsident von Hassel:,True
259,6185,43,618543,Frau Dr. Diemer-Nicolaus (FDP) :,True
260,6185,44,618544,(Abg. Dr. Jahn [Braunschweig] :,False
261,6185,45,618545,(Abg. Dr. Jahn [Braunschweig] :,False
262,6185,46,618546,"(Abg. Dr. Jahn [Braunschweig] : Uns auch
nicht!)
Wir wollten von Anfang an das größere Europa haben,
(Abg. Dr. Jahn [Braunschweig] :",False
263,6185,47,618547,(Abg. Dr. Jahn [Braunschweig] :,False
264,6185,48,618548,"auch politisches Gewicht hat.
(Abg. Dr. Jahn [Braunschweig] :",False
265,6185,49,618549,(Abg. Dr. Jahn [Braunschweig] :,False
266,6185,50,618550,(Abg. Dr. Jahn [Braunschweig] :,False
267,6185,51,618551,(Abg. Dr. Jahn [Braunschweig] :,False
268,6185,52,618552,(Abg. Dr. Jahn [Braunschweig] :,False
269,6185,53,618553,Präsident von Hassel:,True
270,6185,54,618554,Dr. Ritz (CDU/CSU) :,True
271,6185,55,618555,(Beifall bei der CDU/CSU. — Abg. Behrendt:,False
272,6185,56,618556,"(Zuruf des Abg. Behrendt.)
Ich meine noch einmal, Herr Kollege Behrendt:",False
273,6185,57,618557,(Zuruf von der CDU/CSU:,False
274,6185,58,618558,"Meine Damen und Herren, ich darf dies ganz deutlich sagen:",False
275,6185,59,618559,(Abg. Behrendt:,False
276,6185,60,618560,Präsident von Hassel:,True
277,6185,61,618561,"Ertl, Bundesminister für Ernährung, Landwirtschaft und Forsten:",True
278,6185,62,618562,(Zuruf von der CDU/CSU:,False
279,6185,63,618563,"Und nun bin ich gezwungen,
(Zuruf des Abg. Dr. Ritz)
etwas ganz klar zu sagen. Denn natürlich fragen die Journalisten:",False
280,6185,64,618564,(Abg. Dr. Ritz:,False
281,6185,65,618565,"Nun haben Sie mit Recht gesagt, daß es Leute gibt, die bereits sagen:",False
282,6185,66,618566,"Bundesminister Ertl
man mit gutem Grund sagen:",False
283,6185,67,618567,(Abg. Dr. Jahn [Braunschweig] :,False
